bathrooms,bedrooms,link,listing_type,location,price,purpose,size_sqm,title,source,price_per_sqm,beds_bin
5.0,4,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9-%D8%AE%D9%84%D9%81-%D9%86%D8%B3%D8%AA%D9%88-ID129885992.html,For Sale,"Al Maabilah, Muscat",100000.0,Sale,200.0,,dubizzle,500.0,"(3, 4]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID130436097.html,For Sale,"Ruwi, Muscat",24000.0,Sale,200.0,,dubizzle,120.0,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/luxury-flat-qurm-%D8%A7%D9%84%D9%82%D8%B1%D9%85-one-bedroom-ID127307787.html,For Sale,"Qurum, Muscat",49000.0,Sale,200.0,luxury flat Qurm one bedroom,dubizzle,245.0,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/luxury-flat-qurm-%D8%A7%D9%84%D9%82%D8%B1%D9%85-ID127307773.html,For Sale,"Qurum, Muscat",67000.0,Sale,200.0,luxury flat Qurm,dubizzle,335.0,"(1, 2]"
2.0,1,https://www.dubizzle.com.om/en/ad/1bhk-flat-for-sale-in-hawanah-salalah-negotiable-ID127691051.html,For Sale,"Salalah, Dhofar",46000.0,Sale,200.0,1BHK flat for sale in Hawanah Salalah negotiable,dubizzle,230.0,"(0, 1]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%84%D8%AD%D8%A7%D8%AC%D8%A9-%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83-%D8%AE%D9%84%D9%81-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%85%D9%86%D8%A9-ID130278068.html,For Sale,"Al Maabilah, Muscat",49000.0,Sale,200.0,,dubizzle,245.0,"(2, 3]"
6.0,5,https://www.dubizzle.com.om/en/ad/%D9%81%D9%84%D9%80%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D9%80%D8%B9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D9%86-%D9%88%D9%86%D8%B5%D9%81-%D8%A8%D8%A7%D9%84%D9%82%D8%B1%D8%A8-%D9%85%D9%86-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-ID130435993.html,For Sale,"Al Hail, Muscat",135000.0,Sale,200.0,,dubizzle,675.0,"(4, 6]"
7.0,6,https://www.dubizzle.com.om/en/ad/%DA%A4%D9%8A%D9%84%D8%A7-%D8%B3%D9%83%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%AE%D9%88%D9%8A%D8%B1-171-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-332-%D9%85%D8%AA%D8%B1-%D9%85%D8%B7%D9%84%D9%88%D8%A8-75%D8%A7%D9%84%D9%81-%D8%B1%D9%8A%D8%A7%D9%84-ID130319851.html,For Sale,"Bosher, Muscat",75000.0,Sale,200.0,17 1 332 75,dubizzle,375.0,"(4, 6]"
7.0,6,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%84%D8%A9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A8%D8%B3%D8%B9%D8%B1-%D9%85%D8%BA%D8%B1%D9%8A-%D9%88%D8%A8%D8%AA%D8%B4%D8%B7%D9%8A%D8%A8%D8%A7%D8%AA-%D8%B0%D9%88-%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D9%87-ID129949814.html,For Sale,"Al Amarat, Muscat",79000.0,Sale,200.0,,dubizzle,395.0,"(4, 6]"
4.0,3,https://www.dubizzle.com.om/en/ad/%D9%81%D9%84%D8%A9-%D9%85%D9%86%D8%B2%D9%84-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%B1%D9%85%D9%8A%D8%B3-%D8%B9%D9%84%D9%89-%D8%AE%D8%B7-%D8%A7%D9%84%D8%A8%D8%A7%D8%B7%D9%86%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%AD%D9%84%D9%8A-ID130435491.html,For Sale,"Barka, Al Batinah",60000.0,Sale,200.0,,dubizzle,300.0,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AE%D9%88%D9%8A%D8%B1-%D9%A4%D9%A2-%D9%85%D8%A4%D8%AB%D8%AB%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID129653015.html,For Sale,"Al Khuwair, Muscat",41000.0,Sale,200.0,,dubizzle,205.0,"(1, 2]"
4.0,3,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%8A%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B3%D8%B1%D8%AD8-ID130435134.html,For Sale,"Al Rustaq, Al Batinah",40000.0,Sale,200.0,8,dubizzle,200.0,"(2, 3]"
5.0,5,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D8%AE%D9%84%D9%81-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%85%D9%86%D8%A9-%D8%AC%D9%86%D8%A8-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86-%D9%87%D9%8A%D8%AB%D9%85-ID130237408.html,For Sale,"Barka, Al Batinah",50000.0,Sale,200.0,,dubizzle,250.0,"(4, 6]"
6.0,4,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-amerat-ID130282148.html,For Sale,"Al Amarat, Muscat",59000.0,Sale,200.0,Villa For Sale In Amerat,dubizzle,295.0,"(3, 4]"
6.0,4,https://www.dubizzle.com.om/en/ad/%D9%81%D8%B1%D8%B5%D9%87-%D9%84%D8%A7%D9%85%D8%AA%D9%84%D8%A7%D9%83-%D9%81%D9%84%D9%87-%D8%B1%D8%A7%D9%82%D9%8A%D9%87-%D8%A8%D9%88%D9%84%D8%A7%D9%8A%D9%87-%D8%B3%D9%85%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D8%B9%D9%88%D9%8A%D9%86%D9%87-ID130280783.html,For Sale,"Sumail, Al Dakhiliya",47000.0,Sale,200.0,,dubizzle,235.0,"(3, 4]"
5.0,5,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D9%84%D8%A7%D8%B1%D8%B6-600-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%85%D8%B3%D8%A7%D8%AD%D8%AA-%D8%A3%D8%B1%D8%B6%D9%87%D8%A7-600-ID130041417.html,For Sale,"Al Qabil, Al Sharqiya",46000.0,Sale,200.0,600 600,dubizzle,230.0,"(4, 6]"
1.0,1,https://www.dubizzle.com.om/en/ad/2-bhk-apartmnet-shaden-al-hail-ID130328908.html,For Sale,"Al Hail, Muscat",45000.0,Sale,200.0,2 BHK Apartmnet Shaden Al hail,dubizzle,225.0,"(0, 1]"
1.0,1,https://www.dubizzle.com.om/en/ad/for-sale-1bhk-flat-shaden-al-hail-ID128408600.html,For Sale,"Al Hail, Muscat",32000.0,Sale,200.0,For Sale 1BHK Flat Shaden AL Hail,dubizzle,160.0,"(0, 1]"
3.0,3,https://www.dubizzle.com.om/en/ad/apartment-for-sale-%D8%B4%D9%82%D8%A9-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-ID129492286.html,For Sale,"Al Maabilah, Muscat",45000.0,Sale,200.0,apartment for sale,dubizzle,225.0,"(2, 3]"
5.0,4,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AC%D9%86%D9%88%D8%A8%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D9%87%D8%A7%D8%AF%D8%A6%D8%A9-%D9%88%D8%AC%D9%85%D9%8A%D9%84%D8%A9-ID129262481.html,For Sale,"Al Maabilah, Muscat",78000.0,Sale,200.0,,dubizzle,390.0,"(3, 4]"
7.0,5,https://www.dubizzle.com.om/en/ad/%D8%AC%D8%B2%D8%A1-%D9%85%D9%86-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%AD%D9%8A-%D8%B9%D8%A7%D8%B5%D9%85-ID130433873.html,For Sale,"Barka, Al Batinah",65000.0,Sale,200.0,,dubizzle,325.0,"(4, 6]"
5.0,2,https://www.dubizzle.com.om/en/ad/house-cum-famhouse-urgent-sale-ID130239300.html,For Sale,"Barka, Al Batinah",51000.0,Sale,200.0,house cum famhouse urgent sale,dubizzle,255.0,"(1, 2]"
8.0,6,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B7%D9%8A%D9%85%D8%B3%D8%A7%D8%A1-1-ID130254904.html,For Sale,"Nizwa, Al Dakhiliya",82000.0,Sale,200.0,1,dubizzle,410.0,"(4, 6]"
5.0,3,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%81%D9%84%D8%AA%D9%8A%D9%86-%D8%A7%D9%84%D9%85%D9%84%D8%AA%D9%82%D9%89-%D8%B5%D8%AD%D8%A7%D8%B1-ID127108816.html,For Sale,"Sohar, Al Batinah",36000.0,Sale,200.0,,dubizzle,180.0,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID130169605.html,For Sale,"Al Khoud, Muscat",29500.0,Sale,200.0,,dubizzle,147.5,"(1, 2]"
5.0,4,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%85%D9%86%D8%A9-ID130432078.html,For Sale,"Al Maabilah, Muscat",69000.0,Sale,200.0,,dubizzle,345.0,"(3, 4]"
6.0,4,https://www.dubizzle.com.om/en/ad/%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%B3%D9%85%D8%A7%D8%A6%D9%84-%D8%A7%D9%84%D8%B3%D8%AD%D8%A7%D9%85%D9%87-ID130431530.html,For Sale,"Sumail, Al Dakhiliya",47000.0,Sale,200.0,,dubizzle,235.0,"(3, 4]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%AC%D8%A7%D8%AF%D9%8A%D9%86-%D9%81%D9%82%D8%B7-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B9-%D8%A8%D8%B9%D8%B6-%D8%A7%D9%84%D8%A7%D8%AB%D8%A7%D8%AB-ID130431177.html,For Sale,"Bosher, Muscat",42000.0,Sale,200.0,,dubizzle,210.0,"(1, 2]"
5.0,5,https://www.dubizzle.com.om/en/ad/alghubrah-villa-of-sale-ID129929229.html,For Sale,"Al Ghubrah, Muscat",155000.0,Sale,200.0,AlGhubrah villa of sale,dubizzle,775.0,"(4, 6]"
2.0,2,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%88-%D8%A7%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-ID130430946.html,For Sale,"Salalah, Dhofar",68000.0,Sale,200.0,,dubizzle,340.0,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3%D8%A9-ID130146744.html,For Sale,"Al Amarat, Muscat",23700.0,Sale,200.0,,dubizzle,118.5,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-ID130209601.html,For Sale,"Al Maabilah, Muscat",37000.0,Sale,200.0,,dubizzle,185.0,"(1, 2]"
9.0,9,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID129888092.html,For Sale,"Al Hail, Muscat",130000.0,Sale,200.0,,dubizzle,650.0,"(6, 15]"
5.0,4,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D9%84-%D8%AC%D9%85%D9%8A%D9%84%D8%A9-%D9%85%D8%B3%D8%AA%D9%82%D9%84%D8%A9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%A8%D9%88%D8%B4%D8%B1-%D9%88%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A8-%D8%A8%D8%A7%D8%B3%D8%B9%D8%A7%D8%B1-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-ID130010513.html,For Sale,"Ansab, Muscat",250000.0,Sale,200.0,,dubizzle,1250.0,"(3, 4]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B3%D9%82%D8%B7-%D9%87%D9%8A%D9%84%D8%B2-ID130429383.html,For Sale,"Muscat Hills, Muscat",70000.0,Sale,200.0,,dubizzle,350.0,"(1, 2]"
4.0,4,https://www.dubizzle.com.om/en/ad/4-%D9%81%D9%8A%D9%84%D9%84-%D8%A7%D9%84%D8%AD%D9%8A%D9%84-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D9%82%D8%B1%D9%8A%D8%A8%D8%A9-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D8%A7%D9%84%D8%AE%D8%B7-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A-ID130322318.html,For Sale,"Al Hail, Muscat",140000.0,Sale,200.0,4,dubizzle,700.0,"(3, 4]"
3.0,3,https://www.dubizzle.com.om/en/ad/fully-furnished-brand-new-sea-front-line-house-in-zjabal-sifah-ID129803410.html,For Sale,"Al Sifah, Muscat",265000.0,Sale,200.0,fully furnished brand new sea front line house in zjabal sifah,dubizzle,1325.0,"(2, 3]"
5.0,4,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%82%D8%B1%D8%A8-%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D9%83%D9%87-ID130429080.html,For Sale,"Al Seeb, Muscat",75000.0,Sale,200.0,,dubizzle,375.0,"(3, 4]"
2.0,1,https://www.dubizzle.com.om/en/ad/hawana-salalah-offers-offers-ID128980774.html,For Sale,"Salalah, Dhofar",40000.0,Sale,200.0,Hawana Salalah offers offers,dubizzle,200.0,"(0, 1]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%85%D8%A4%D8%AB%D8%AB%D8%A9-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D8%A9-ID130428565.html,For Sale,"Al Maabilah, Muscat",26000.0,Sale,200.0,,dubizzle,130.0,"(1, 2]"
2.0,2,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D8%B1%D8%B5%D8%A9-%D9%81%D9%8A-%D8%B5%D9%84%D8%A7%D9%84%D8%A9-amazing-location-villa-for-sale-ID130428056.html,For Sale,"Salalah, Dhofar",115000.0,Sale,200.0,Amazing location Villa for sale,dubizzle,575.0,"(1, 2]"
7.0,6,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%85%D9%86%D9%81%D8%B5%D9%84%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%B3%D8%A7%D8%AF%D8%B3%D8%A9-%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%AF-%D9%84%D9%84%D8%AA%D9%88%D8%A7%D8%B5%D9%84-%D8%A8%D8%A7%D9%84%D9%88%D8%A7%D8%AA%D8%B3%D8%A7%D8%A8-ID122241945.html,For Sale,"Al Amarat, Muscat",66000.0,Sale,200.0,,dubizzle,330.0,"(4, 6]"
6.0,5,https://www.dubizzle.com.om/en/ad/available-villa-ID130427924.html,For Sale,"Sultan Haitham City, Muscat",214266.0,Sale,200.0,available villa,dubizzle,1071.33,"(4, 6]"
2.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B5%D9%84%D8%A7%D9%84%D9%87-ID130188342.html,For Sale,"Salalah, Dhofar",20000.0,Sale,200.0,,dubizzle,100.0,"(1, 2]"
7.0,5,https://www.dubizzle.com.om/en/ad/lake-view-villa-at-al-mouj-ID130427598.html,For Sale,"The Wave (Almouj), Muscat",525000.0,Sale,200.0,Lake View Villa At Al mouj,dubizzle,2625.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D8%A9-%D9%85%D9%85%D9%8A%D8%B2%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D9%86%D8%B5%D8%A8-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D8%AD%D9%8A%D9%88%D9%8A-%D9%88%D8%AA%D8%B4%D8%B7%D9%8A%D8%A8%D8%A7%D8%AA-%D9%81%D8%A7%D8%AE%D8%B1%D8%A9-ID130427591.html,For Sale,"Ansab, Muscat",65000.0,Sale,200.0,,dubizzle,325.0,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D8%A7%D9%84%D9%82%D8%B1%D9%85-ID130145588.html,For Sale,"Qurum, Muscat",110000.0,Sale,200.0,,dubizzle,550.0,"(2, 3]"
5.0,5,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D9%86%D8%B5%D8%A8-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%A1%D9%A3%D9%A0-%D8%A3%D9%84%D9%81-ID123610600.html,For Sale,"Ansab, Muscat",130000.0,Sale,200.0,,dubizzle,650.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/direct-from-owner-apartment-for-sale-in-muscat-hills-ID130079479.html,For Sale,"Muscat Hills, Muscat",89500.0,Sale,200.0,Direct from Owner Apartment for Sale in Muscat Hills,dubizzle,447.5,"(1, 2]"
7.0,6,https://www.dubizzle.com.om/en/ad/2-new-modern-villas-for-sale-in-7no-area-in-amerat-ID130426113.html,For Sale,"Al Amarat, Muscat",65000.0,Sale,200.0,2 New Modern villas for sale in 7no area in amerat,dubizzle,325.0,"(4, 6]"
5.0,3,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%85%D8%B9-%D8%A5%D9%85%D9%83%D8%A7%D9%86%D9%8A%D8%A9-%D8%B3%D8%AF%D8%A7%D8%AF-%D8%A7%D9%84%D9%82%D8%B1%D9%88%D8%B6-%D8%A7%D9%84%D8%B4%D8%AE%D8%B5%D9%8A%D8%A9-%D9%88%D8%AA%D8%B3%D9%87%D9%8A%D9%84%D8%A7%D8%AA-%D8%A8%D9%86%D9%83%D9%8A%D9%87-ID129804244.html,For Sale,"Saham, Al Batinah",37000.0,Sale,200.0,,dubizzle,185.0,"(2, 3]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-%D8%A7%D9%84%D8%A7%D9%86%D8%B5%D8%A8-%D8%A7%D9%84%D9%85%D8%B1%D8%AD%D9%84%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB%D8%A9-ID129991140.html,For Sale,"Ansab, Muscat",28000.0,Sale,200.0,,dubizzle,140.0,"(2, 3]"
1.0,1,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%87-%D8%AC%D8%AF%D9%8A%D8%AF%D9%87-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D9%87-%D9%88%D9%86%D8%B6%D9%8A%D9%81%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AD%D8%A7%D9%84%D9%8A%D8%A7-%D9%85%D8%A7%D8%AC%D8%B1%D9%87-%D9%81%D9%8A-%D8%AD%D9%84%D8%A8%D8%A7%D9%86-%D9%85%D8%AF%D9%8A%D9%86%D9%87-%D8%B3%D9%86%D8%AF%D8%A7%D9%86-ID130426063.html,For Sale,"Al Seeb, Muscat",10200.0,Sale,200.0,,dubizzle,51.0,"(0, 1]"
4.0,3,https://www.dubizzle.com.om/en/ad/twin-villa-ID129587249.html,For Sale,"Salalah, Dhofar",65000.0,Sale,200.0,twin villa,dubizzle,325.0,"(2, 3]"
4.0,3,https://www.dubizzle.com.om/en/ad/%D9%85%D9%86%D8%B2%D9%84-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%82%D8%A7%D8%A8%D9%84-%D8%A7%D9%84%D9%85%D8%B6%D9%8A%D8%B1%D8%A8-7-%D8%A7%D9%88%D9%84-%D8%AE%D8%B7-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-ID128428874.html,For Sale,"Al Qabil, Al Sharqiya",39999.0,Sale,200.0,7,dubizzle,199.995,"(2, 3]"
7.0,6,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%8A%D8%AA-%D8%A7%D9%84%D9%82%D8%B1%D9%85-%D8%A7%D9%86%D8%A7-%D9%84%D9%85%D8%A7%D9%84%D9%83-ID129391716.html,For Sale,"Qurum, Muscat",370000.0,Sale,200.0,,dubizzle,1850.0,"(4, 6]"
8.0,6,https://www.dubizzle.com.om/en/ad/%D8%A8%D9%86%D8%A7%D9%8A%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%84%D9%87-ID130424902.html,For Sale,"Nizwa, Al Dakhiliya",105000.0,Sale,200.0,,dubizzle,525.0,"(4, 6]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AD%D9%87-%D8%A7%D9%88-%D8%A8%D9%8A%D8%AA-%D8%B5%D8%BA%D9%8A%D8%B1-%D9%88%D8%A7%D8%AF%D9%8A-%D8%A8%D9%86%D9%8A-%D8%B1%D9%88%D8%A7%D8%AD%D9%87-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%81%D9%8A%D9%87-%D8%B5%D9%81%D9%82%D9%87-%D9%84%D9%86-%D8%AA%D8%AA%D9%83%D8%B1%D8%B1-ID128885026.html,For Sale,"Sumail, Al Dakhiliya",42000.0,Sale,200.0,,dubizzle,210.0,"(1, 2]"
3.0,3,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%82-%D9%81%D8%A7%D8%AE%D8%B1%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A8%D9%88%D8%B4%D8%B1-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%A7%D9%84%D8%A7%D9%85%D9%8A%D9%86-ID130124377.html,For Sale,"Bosher, Muscat",26000.0,Sale,200.0,,dubizzle,130.0,"(2, 3]"
3.0,2,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D9%88%D9%8A%D9%86-%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D8%A8%D8%AF%D8%AE%D9%84-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-39000-%D9%84%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF-%D9%81%D8%B1%D8%B5%D8%A9-ID129596854.html,For Sale,"Sumail, Al Dakhiliya",39000.0,Sale,200.0,39000,dubizzle,195.0,"(1, 2]"
5.0,4,https://www.dubizzle.com.om/en/ad/stand-alone-villa-for-sale-direct-from-owner-ID130060882.html,For Sale,"Al Maabilah, Muscat",85000.0,Sale,200.0,Stand Alone Villa for Sale Direct from Owner,dubizzle,425.0,"(3, 4]"
